Airline,Departure,Arrival,NoControl,LQR,Saved
UA,DEN,PHL,1224.38339828,234.858869751,989.524528528
UA,SFO,LAX,1871.90419092,268.754602414,1603.14958851
UA,DEN,PHX,1296.15823283,244.407128493,1051.75110433
UA,EWR,CLE,1461.76582792,235.322564611,1226.44326331
UA,LAX,DEN,1113.37606832,201.546133729,911.829934596
UA,ORD,ICT,1085.03756026,259.330022227,825.70753803
UA,DFW,IAD,893.679330957,193.033562261,700.645768697
UA,EWR,SAN,1095.27982855,211.348112046,883.931716499
UA,DSM,ORD,1401.72454494,248.361220177,1153.36332476
UA,ORD,STL,1474.03772591,286.817479794,1187.22024612
UA,DFW,IAH,524.030192695,94.4930332037,429.537159491
UA,EWR,SAT,1967.3126874,427.654074644,1539.65861276
UA,BNA,IAH,1010.88254491,185.645033284,825.237511621
UA,BZN,ORD,1033.61230124,201.573143464,832.039157781
UA,CLE,LAX,789.72647984,154.406063859,635.320415981
UA,TPA,CLE,277.284411975,51.120289311,226.164122664
UA,CLE,LAS,597.518795562,110.954126628,486.564668935
UA,SFO,SEA,1467.41241432,210.195316472,1257.21709785
UA,EWR,SFO,1563.5901636,242.503280833,1321.08688277
UA,PIT,IAH,958.238731179,223.93622997,734.302501209
UA,IAH,PIT,1137.06281983,278.610413081,858.452406751
UA,STL,SFO,2088.88046136,373.328218038,1715.55224332
UA,PIT,SFO,715.088335355,155.6007362,559.487599155
UA,OGG,SFO,1006.24744832,163.090622692,843.156825631
UA,IND,IAH,889.56394238,135.138846232,754.425096148
UA,ATL,IAH,1798.18441772,259.658206131,1538.52621158
UA,SEA,DEN,1024.41411509,180.392139153,844.021975932
UA,DEN,LAX,1614.12538392,260.013776798,1354.11160712
UA,IAH,IAD,1132.23509622,216.543576577,915.691519639
UA,DEN,LAS,1237.2632506,204.750567534,1032.51268307
UA,LAX,JFK,561.143302187,109.190444976,451.952857211
UA,DEN,SFO,1602.21246224,189.172758363,1413.03970388
UA,SFO,MSP,1869.39269784,383.27903968,1486.11365816
UA,DEN,ABQ,1184.63224793,256.586553016,928.04569491
UA,SFO,MSY,1250.63603235,273.80228733,976.833745019
UA,DEN,BOS,1139.50078694,209.094920444,930.4058665
UA,DEN,BOI,1248.93698564,271.224980917,977.712004727
UA,SFO,SLC,1133.51565646,236.973593827,896.542062635
UA,ORD,BWI,1556.81029788,273.435567413,1283.37473047
UA,LAX,BOS,843.507308162,172.456885655,671.050422506
UA,IAD,BOS,1149.7097069,166.925999485,982.783707417
UA,EWR,ATL,1305.00273038,234.720143343,1070.28258704
UA,LAX,LIH,949.816402444,203.582556799,746.233845645
UA,ORD,SAT,2560.86207546,596.455619707,1964.40645576
UA,SAT,ORD,519.53107218,82.8956585776,436.635413603
UA,JAX,EWR,786.461972719,76.8198814121,709.642091307
UA,IAD,IAH,1292.43818759,253.049719815,1039.38846778
UA,IAD,DFW,1697.99468558,271.515207536,1426.47947805
UA,SFO,HNL,1645.75303246,401.112928239,1244.64010423
UA,LGA,IAH,1069.15841247,100.347017456,968.811395014
UA,ORD,PSP,868.21068141,127.43254739,740.77813402
UA,SEA,LAX,895.562526599,257.48721271,638.075313888
UA,IAD,ORD,1098.20755902,188.2913142,909.916244823
UA,HNL,SFO,904.154652676,157.569356254,746.585296423
UA,TPA,ORD,886.177477973,138.643414967,747.534063006
UA,IAH,LGA,1177.94446679,168.671576704,1009.27289008
UA,LAX,MCO,778.312074751,141.4942159,636.81785885
UA,MCO,CLE,579.15691631,92.3543762731,486.802540036
UA,SAN,EWR,693.870730817,114.759355973,579.111374844
UA,ORD,SJU,1018.38909647,232.047414031,786.341682437
UA,STT,ORD,1240.56339308,261.608400934,978.954992151
UA,ORD,EWR,2074.97687365,229.280673878,1845.69619977
UA,BOS,ORD,1279.9292742,134.109480784,1145.81979342
UA,EWR,MSP,2464.54268807,544.911807177,1919.6308809
UA,MDT,ORD,827.776728349,116.500288893,711.276439457
UA,OMA,ORD,1733.90228688,340.59817828,1393.3041086
UA,BNA,DEN,587.849261117,115.233702622,472.615558494
UA,DEN,GEG,1652.46798236,334.508926095,1317.95905626
UA,DEN,ANC,2058.37855998,438.334535562,1620.04402442
UA,SMF,IAH,919.461509783,144.129804667,775.331705116
UA,ORD,AUS,1490.96456773,324.096938078,1166.86762965
UA,HNL,ORD,555.430035095,105.89670701,449.533328086
UA,DEN,IND,800.55339746,174.801179039,625.75221842
UA,STT,EWR,1325.84365782,340.986202615,984.857455205
UA,IAD,LAX,1302.69076044,208.902005239,1093.7887552
UA,SJU,IAD,998.737674257,185.705919055,813.031755203
UA,MCO,EWR,1327.74906928,110.396327603,1217.35274167
UA,SJU,IAH,1279.73245879,151.941269788,1127.791189
UA,IAD,LAS,799.141755922,166.838705397,632.303050525
UA,RDU,SFO,874.133210927,206.069137731,668.064073195
UA,JFK,LAX,609.604138698,87.6193805293,521.984758169
UA,ORD,BTV,775.956654165,159.595052255,616.36160191
UA,ORD,TPA,1824.86773326,400.501305817,1424.36642744
UA,ORD,GRR,1569.61278449,357.784712814,1211.82807168
UA,PHL,DEN,828.235766791,137.952045103,690.283721689
UA,ORD,IND,1426.6585239,268.950466721,1157.70805718
UA,KOA,SFO,664.450861027,111.714384488,552.736476538
UA,SFO,PDX,1370.84056699,228.262150179,1142.57841681
UA,IAH,SFO,1647.30208652,256.693643012,1390.60844351
UA,PHX,ORD,1166.39810646,210.111333933,956.286772523
UA,IAH,BWI,1135.04758089,223.526525911,911.521054978
UA,ORD,PHX,1566.17235083,306.348777791,1259.82357304
UA,ORD,DSM,1522.21468183,295.840593041,1226.37408879
UA,IAH,FLL,1242.24000379,215.080576721,1027.15942707
UA,LGA,DEN,1042.71228046,116.022474539,926.689805921
UA,PIT,DEN,786.910223931,155.925492565,630.984731366
UA,IAH,DEN,1536.27037415,242.469546993,1293.80082716
UA,ORD,MCO,1585.60252519,257.21738626,1328.38513893
UA,ORD,MCI,1101.58388185,206.733807338,894.850074511
UA,DEN,GRR,1008.39046708,190.149996871,818.240470214
UA,MSN,ORD,1093.65933758,130.170858214,963.488479366
UA,TPA,EWR,1235.54155287,185.192976658,1050.34857621
UA,MSY,DEN,655.649623036,112.406937574,543.242685461
UA,DEN,PIT,1141.16182109,205.293658146,935.868162942
UA,DEN,SNA,1145.15391203,216.367093038,928.786818993
UA,ATL,DEN,1049.49610049,228.753293344,820.742807149
UA,PBI,EWR,1770.90422859,183.429063505,1587.47516508
UA,GEG,DEN,846.714858761,108.311848214,738.403010547
UA,EWR,BOS,1824.42627071,251.513814267,1572.91245644
UA,SFO,DFW,1401.00199323,306.118026951,1094.88396628
UA,ITO,LAX,879.281480742,169.078137494,710.203343249
UA,SFO,DCA,1524.225554,295.260528157,1228.96502584
UA,IAD,ATL,871.079876705,161.473742682,709.606134023
UA,ORD,SNA,1600.27189811,358.586314036,1241.68558407
UA,LAS,EWR,856.919242573,105.771498635,751.147743938
UA,SFO,SAN,1201.20879564,203.836551759,997.372243884
UA,DEN,MIA,918.608494446,200.350237808,718.258256637
UA,SFO,IAH,1633.27249754,271.220884159,1362.05161338
UA,GRR,ORD,916.99660633,152.163515907,764.833090423
UA,SFO,IAD,1107.14813072,170.921711063,936.226419655
UA,IAD,PDX,1139.10109785,224.895508778,914.205589077
UA,BOS,IAH,1033.0414348,162.290932127,870.750502668
UA,BOS,IAD,816.535467238,100.33364664,716.201820598
UA,ORD,LGA,2057.69896343,162.77564112,1894.92332231
UA,IAH,MSY,1233.85730536,219.909766871,1013.94753849
UA,SFO,AUS,1315.51491647,292.629361089,1022.88555538
UA,SFO,STL,1563.64932495,350.276465191,1213.37285976
UA,SFO,PHX,1071.57754349,225.91439799,845.663145505
UA,SAT,EWR,417.518329144,82.9470653651,334.571263779
UA,SAN,DEN,796.238719642,126.446807696,669.791911947
UA,PHL,SFO,1046.84799296,184.483912956,862.364080007
UA,SJC,IAH,575.743354426,95.1417810236,480.601573402
UA,OKC,DEN,849.896040933,138.532345208,711.363695725
UA,SFO,LAS,1473.1344043,181.511884074,1291.62252023
UA,DEN,LGA,996.773433894,162.393452478,834.379981417
UA,LAX,ORD,1305.70468691,199.852534354,1105.85215256
UA,IAH,RSW,1436.51802658,287.130474516,1149.38755206
UA,IAH,ORD,1600.46333548,252.916056969,1347.54727851
UA,EWR,DFW,1434.79321036,334.268825081,1100.52438528
UA,SEA,EWR,1225.40750412,283.066230397,942.341273724
UA,ORD,ANC,2449.57623567,475.720231588,1973.85600408
UA,LAS,SFO,1309.14451889,86.2135101458,1222.93100875
UA,MIA,DEN,896.222226436,153.085428236,743.1367982
UA,DEN,ICT,1036.34761234,199.564334233,836.783278105
UA,DFW,DEN,1623.41719062,162.486603452,1460.93058717
UA,LAX,HNL,1551.43560908,306.06364642,1245.37196266
UA,SAN,IAD,651.10724822,130.45676286,520.650485361
UA,ORD,RSW,1011.70448393,181.900994606,829.803489328
UA,SAN,IAH,990.509201565,143.149502901,847.359698664
UA,SNA,DEN,958.301684878,93.4884298011,864.813255077
UA,PDX,EWR,690.329014956,128.637095281,561.691919676
UA,CLE,DEN,737.197596662,123.545537622,613.652059039
UA,BUF,ORD,1300.06410275,193.12051688,1106.94358587
UA,MSY,SFO,1060.29854932,220.002202744,840.29634658
UA,MCO,SFO,721.898632565,132.61606033,589.282572235
UA,DEN,BZN,1322.46338588,264.645158662,1057.81822722
UA,SFO,ANC,1685.30227897,320.100266588,1365.20201238
UA,LAX,LAS,1016.37263749,198.870619093,817.502018398
UA,ANC,SFO,1493.65785984,297.648674128,1196.00918572
UA,DEN,SJC,1285.68133996,251.757326764,1033.92401319
UA,SFO,IND,1265.89309913,254.220996959,1011.67210217
UA,SFO,EWR,1341.60861594,188.427604989,1153.18101095
UA,FLL,EWR,1223.86821943,96.4912502358,1127.37696919
UA,LAX,OGG,1141.74817044,247.693691358,894.054479083
UA,ORD,PHL,1411.02609252,193.974475659,1217.05161687
UA,SJU,ORD,1238.90201907,152.615310367,1086.2867087
UA,IAH,OKC,978.724311756,206.651660652,772.072651104
UA,LAX,CLE,953.556435179,209.373888286,744.182546894
UA,STT,IAD,708.412807905,154.207971156,554.204836749
UA,PHX,LAX,1276.29960372,230.465456713,1045.83414701
UA,ORD,DEN,2289.40296066,278.488415575,2010.91454509
UA,AUS,SFO,1165.18894935,153.862198392,1011.32675096
UA,TPA,DEN,479.813356195,98.0655684405,381.747787754
UA,ORD,SRQ,948.041844261,249.545139269,698.496704992
UA,IAH,PHL,1253.21746575,225.130096258,1028.08736949
UA,MSP,IAH,1060.86923625,233.760564421,827.108671832
UA,IAH,PHX,1358.73598364,232.158096348,1126.5778873
UA,ATL,EWR,2054.11750543,102.135814647,1951.98169078
UA,TUL,DEN,565.695652647,89.6245631521,476.071089495
UA,DSM,DEN,807.310209568,207.457216033,599.852993536
UA,SFO,RDU,1056.54937934,203.371911855,853.177467484
UA,HNL,LAX,984.323609914,158.146950362,826.176659552
UA,IAH,BOS,1193.25934824,205.114920669,988.144427576
UA,ORD,OMA,1540.77164399,346.813564205,1193.95807978
UA,SAN,SFO,989.083724646,101.636038612,887.447686034
UA,RSW,EWR,940.439802051,122.898568526,817.541233525
UA,BDL,IAD,1744.62554902,317.362718603,1427.26283041
UA,PDX,DEN,720.340905313,107.072282841,613.268622473
UA,MCO,DEN,904.470471291,125.222968552,779.247502739
UA,SNA,ORD,800.628811276,191.222904676,609.4059066
UA,DEN,AUS,1350.54964846,237.348836504,1113.20081195
UA,FAI,ORD,4084.92880107,947.564165448,3137.36463562
UA,JAC,EWR,3650.59644002,627.390972229,3023.20546779
UA,BDL,ORD,976.610800939,160.177104975,816.433695963
UA,DEN,OMA,2045.74417249,464.662230733,1581.08194176
UA,IAD,MCO,1226.64233473,217.710237093,1008.93209764
UA,ORD,RIC,1498.76744443,358.53683228,1140.23061215
UA,ORD,PIT,1300.25930059,289.516170268,1010.74313032
UA,PDX,ORD,897.314819599,146.278333158,751.036486441
UA,DEN,DSM,1531.45511722,269.357903169,1262.09721406
UA,PSP,SFO,1291.83959846,156.623604727,1135.21599373
UA,DCA,IAH,1223.22905515,139.617909232,1083.61114592
UA,IAH,HNL,1917.93913718,363.652258976,1554.2868782
UA,EWR,PDX,2114.24591877,396.534258476,1717.71166029
UA,EWR,AUS,1167.68241235,243.214420362,924.467991984
UA,DEN,JAC,1597.05078069,317.372291197,1279.67848949
UA,OGG,DEN,660.132545465,113.756354346,546.376191119
UA,AUS,IAH,1250.96855438,247.363688267,1003.60486612
UA,SAT,DEN,697.105088124,100.725707093,596.379381031
UA,EWR,RSW,1358.12813014,271.684221641,1086.4439085
UA,ORD,MIA,1255.30260745,278.827181759,976.475425689
UA,IAD,DEN,1359.89493206,223.787467192,1136.10746487
UA,IAD,AUS,996.921944163,244.491364683,752.43057948
UA,SFO,BOS,1228.55620481,202.12263527,1026.43356954
UA,MSP,ORD,1630.57481398,176.963654676,1453.61115931
UA,ORD,ORF,1326.16709501,291.608477746,1034.55861726
UA,RDU,EWR,1598.13281909,201.667179218,1396.46563987
UA,ABQ,IAH,610.642565273,166.654837149,443.987728124
UA,ORD,DFW,1357.65492297,277.125757958,1080.52916501
UA,ORD,LAS,1703.34385068,293.014764843,1410.32908583
UA,DEN,DFW,1507.47169706,331.090283282,1176.38141378
UA,DTW,DEN,647.530457326,114.858533182,532.671924144
UA,HNL,GUM,1342.17499828,263.340045131,1078.83495315
UA,STL,DEN,2484.81484012,436.271887159,2048.54295296
UA,BOI,DEN,1096.65297716,259.486387361,837.166589797
UA,ORD,SMF,1740.83905637,329.626413042,1411.21264333
UA,DEN,RNO,1447.4499378,242.836957247,1204.61298055
UA,LIH,LAX,710.336068017,118.045541293,592.290526724
UA,MSP,EWR,697.549165304,136.433938512,561.115226792
UA,EWR,TPA,1478.84185303,276.824476997,1202.01737604
UA,BOS,DEN,1226.07083102,188.380665152,1037.69016586
UA,PHX,IAH,1052.02891615,133.934792116,918.094124034
UA,ORD,CMH,1069.68575334,273.235341464,796.450411872
UA,ORD,ATL,939.539431548,220.916736846,718.622694702
UA,ICT,DEN,986.634185502,189.085203314,797.548982188
UA,MCO,ORD,1137.60048006,117.769755215,1019.83072484
UA,IAH,SLC,934.547843808,205.307022678,729.24082113
UA,IAD,TPA,1224.45341461,213.687886918,1010.76552769
UA,DEN,TPA,1376.79925755,280.622409531,1096.17684802
UA,MCO,IAH,1520.04286802,130.348329628,1389.6945384
UA,SFO,RNO,1190.6403598,294.381108073,896.259251732
UA,MCO,IAD,1170.06608592,130.213510187,1039.85257573
UA,HDN,IAH,934.227872694,184.367606312,749.860266382
UA,SNA,IAH,885.009260366,108.390902921,776.618357445
UA,ORD,BUF,1531.22028941,301.156118263,1230.06417115
UA,BWI,LAX,907.49955575,147.844966611,759.654589139
UA,ORD,SEA,1720.87809075,313.536828925,1407.34126182
UA,SFO,SNA,1031.66007757,210.608466777,821.051610794
UA,BWI,ORD,866.45330581,110.893200423,755.560105387
UA,LAX,BWI,1065.54545889,199.309708825,866.23575007
UA,MIA,EWR,1378.36554278,145.345478514,1233.02006426
UA,OGG,ORD,1862.97539183,419.070248725,1443.9051431
UA,PIT,ORD,1244.47846873,141.571171764,1102.90729696
UA,EWR,DEN,1476.12435356,333.713334367,1142.41101919
UA,IAD,SJU,1395.70693642,282.698937053,1113.00799937
UA,DEN,DTW,957.556732833,190.324167345,767.232565488
UA,MCI,ORD,1682.23258087,126.349632051,1555.88294882
UA,SFO,LIH,1105.00191864,244.202492703,860.799425941
UA,IAH,LAS,1321.27739948,209.405339478,1111.87206
UA,SFO,BWI,1541.36626592,359.864020554,1181.50224536
UA,IAH,LAX,2104.45889718,298.794878681,1805.6640185
UA,SFO,ATL,1252.08882159,238.337304639,1013.75151695
UA,SFO,MCO,1200.27187408,220.612751242,979.659122839
UA,SFO,FLL,1502.29352904,299.043219588,1203.25030945
UA,IAD,BDL,1017.09100509,220.010715034,797.080290055
UA,LIH,SFO,665.531931886,121.297124725,544.234807161
UA,IAD,SMF,1408.50830842,277.873917062,1130.63439136
UA,MIA,ORD,639.255176083,117.664119192,521.591056891
UA,LAS,CLE,494.134586106,95.1588291734,398.975756932
UA,IAH,PBI,1477.10630957,279.928799183,1197.17751039
UA,IAH,MIA,1453.15920954,285.638390837,1167.5208187
UA,DTW,IAH,910.235992876,195.287003609,714.948989268
UA,EGE,IAH,922.960180134,254.095016298,668.865163836
UA,SLC,ORD,1254.10594223,209.383787345,1044.72215489
UA,SNA,EWR,374.148915615,70.8359156612,303.312999954
UA,IAD,EWR,1650.56466714,418.273644043,1232.29102309
UA,DEN,MCO,1232.49521287,222.077334756,1010.41787812
UA,IAH,CLE,1216.20821193,240.521605153,975.686606773
UA,LAS,LAX,1041.60364197,141.063773678,900.539868296
UA,SMF,ORD,667.648056066,114.055441606,553.59261446
UA,DEN,SMF,1437.66816852,250.746929932,1186.92123858
UA,DCA,ORD,1384.49258785,203.454646366,1181.03794149
UA,MSY,EWR,1008.63615341,138.865814545,869.770338869
UA,RSW,ORD,821.133444926,132.733236999,688.400207927
UA,ORD,ROC,1472.36827589,311.248883414,1161.11939248
UA,ORD,BNA,1763.83901971,371.083186082,1392.75583363
UA,IAH,DCA,1300.58320069,270.054355184,1030.52884551
UA,IAH,TPA,1537.63763973,359.703328756,1177.93431097
UA,EWR,IAH,1588.81669208,267.243909541,1321.57278254
UA,SRQ,ORD,1034.80163134,211.503088627,823.298542711
UA,SJC,DEN,580.79725551,73.6124141355,507.184841375
UA,DEN,TUL,949.601894424,205.132867366,744.469027058
UA,LAS,ORD,754.463139406,118.510960686,635.95217872
UA,LAX,MSY,796.065351685,156.477460373,639.587891312
UA,IAH,ATL,1696.96392695,308.337417868,1388.62650908
UA,BNA,ORD,967.255730506,196.713500532,770.542229974
UA,KOA,LAX,844.301560814,165.65550138,678.646059433
UA,SRQ,EWR,925.509965297,160.148729753,765.361235544
UA,ORD,FAI,3064.47157639,629.660116153,2434.81146024
UA,ATL,ORD,731.117370564,106.121020434,624.996350131
UA,ORD,JAX,1060.43655981,201.702870212,858.733689599
UA,EWR,MCO,1580.77588727,316.273687471,1264.5021998
UA,BZN,DEN,928.301079906,139.595938126,788.70514178
UA,ORD,DTW,1810.25467068,342.196800824,1468.05786986
UA,EWR,ORD,1595.11917998,241.24376581,1353.87541417
UA,SEA,IAD,795.6650045,131.656337162,664.008667338
UA,SEA,IAH,963.617348317,138.620830644,824.996517673
UA,MIA,IAH,1243.40345734,173.708647315,1069.69481002
UA,ORD,JAC,1731.03756526,348.795540766,1382.2420245
UA,DEN,BIL,1471.40847637,243.254371599,1228.15410477
UA,MFE,IAH,921.547548265,203.104833848,718.442714417
UA,DEN,STL,743.42260316,161.355771476,582.066831684
UA,DEN,EWR,1286.59240836,213.300819446,1073.29158891
UA,IAH,MFE,1275.60013902,233.782049748,1041.81808927
UA,RDU,IAH,1586.461086,368.747493973,1217.71359203
UA,SEA,ORD,1144.19607088,160.125879623,984.070191253
UA,RDU,IAD,1210.26598144,94.5951806772,1115.67080077
UA,DEN,SAT,954.928625205,164.572143461,790.356481744
UA,SAN,ORD,653.484898716,114.4826093,539.002289416
UA,BIL,DEN,692.930025934,92.9821129103,599.947913024
UA,MSN,DEN,731.965572758,149.189474893,582.776097865
UA,EWR,PBI,1629.4005165,349.347747102,1280.05276939
UA,CLE,FLL,416.174808456,87.460085785,328.714722671
UA,DEN,CLE,948.792784517,175.119642953,773.673141564
UA,IAD,RDU,1395.66623918,309.595464155,1086.07077502
UA,MSP,DEN,863.295644093,192.906084357,670.389559736
UA,ORD,DCA,1618.87708034,220.680541534,1398.19653881
UA,SFO,DEN,1447.24343182,227.011454253,1220.23197757
UA,DFW,SFO,984.40965321,173.557897813,810.851755397
UA,RNO,SFO,418.649428311,53.6192322507,365.03019606
UA,FLL,DEN,979.017587262,182.961843983,796.055743279
UA,PHX,DEN,939.805726502,135.540683436,804.265043066
UA,ORD,RDU,1658.53284252,328.010419334,1330.52242319
UA,SFO,KOA,936.340449666,188.371957827,747.968491839
UA,IAD,HNL,1331.91355715,272.835108362,1059.07844879
UA,CLT,ORD,872.466290401,146.645158013,725.821132389
UA,FLL,IAH,806.151851125,81.7642775289,724.387573596
UA,RDU,ORD,1282.95268125,178.170972969,1104.78170828
UA,BOS,LAX,956.981098898,189.011178955,767.969919943
UA,MSY,ORD,935.540404799,143.121063204,792.419341594
UA,SLC,IAH,1245.48401266,202.103060337,1043.38095233
UA,JAC,DEN,1641.58826193,182.784736851,1458.80352508
UA,DFW,ORD,795.325224724,117.214617565,678.110607159
UA,LGA,ORD,2353.08566571,77.0852612137,2276.0004045
UA,ORD,BDL,1709.71466117,310.801292196,1398.91336897
UA,ORD,LAX,2330.23228979,301.205758812,2029.02653098
UA,PHL,IAH,1334.50771007,157.936822939,1176.57088713
UA,IAH,SMF,1010.47195895,184.16842925,826.303529699
UA,DEN,OKC,941.784400695,202.752079741,739.032320954
UA,EWR,MIA,1471.19709603,281.828356876,1189.36873916
UA,DEN,FLL,799.365034358,168.262384202,631.102650156
UA,LAX,SFO,1523.43971983,295.419390727,1228.0203291
UA,JAC,IAH,1158.78803203,201.658985564,957.129046466
UA,SFO,PSP,361.807009074,73.8762969577,287.930712117
UA,AUS,DEN,1102.20790178,181.002466789,921.205434993
UA,SJU,CLE,1855.55831724,416.332659655,1439.22565759
UA,EGE,EWR,1169.6083728,303.275309379,866.333063422
UA,ORD,ALB,1728.56033793,317.89523494,1410.66510299
UA,ORD,SAN,1479.24482357,272.860045457,1206.38477811
UA,ALB,ORD,881.197399013,111.641721105,769.555677908
UA,IAH,BNA,1241.57484727,302.525374542,939.04947273
UA,ORD,MSN,1258.82521873,327.714473523,931.110745206
UA,ABQ,DEN,962.671344684,202.631512985,760.0398317
UA,IAH,JAC,1165.56926264,286.251528231,879.317734407
UA,RNO,DEN,844.279611883,73.2865883188,770.993023565
UA,BZN,EWR,1637.59605456,449.623673739,1187.97238083
UA,BOS,SFO,1379.18350917,178.115468693,1201.06804048
UA,SJU,EWR,2083.58526515,246.18073636,1837.40452879
UA,ORD,PVD,1477.51551127,330.01508219,1147.50042908
UA,ORD,MSY,1482.33473091,250.201195414,1232.1335355
UA,DEN,IAD,1460.2448214,232.08661609,1228.15820531
UA,DEN,IAH,1785.80601362,248.680633472,1537.12538015
UA,ORD,MSP,1786.45900676,290.412493971,1496.04651279
UA,FLL,ORD,617.61185606,96.1656114454,521.446244614
UA,AUS,EWR,785.226556354,206.434573055,578.791983298
UA,OGG,LAX,853.900779697,155.39043462,698.510345077
UA,ANC,IAH,1971.24038404,339.638068605,1631.60231543
UA,DEN,HNL,2356.11417677,462.95087529,1893.16330148
UA,EWR,SNA,912.779947222,246.156016727,666.623930496
UA,MSY,IAD,291.932425611,49.0693684605,242.863057151
UA,DEN,ORD,1845.51287728,214.306593337,1631.20628395
UA,ORD,BOS,1742.50392995,235.284991497,1507.21893845
UA,SNA,SFO,538.369006217,64.5056768011,473.863329416
UA,MSY,IAH,1232.05514805,117.198585631,1114.85656242
UA,DEN,SLC,1478.73188188,272.581635502,1206.15024638
UA,IAH,MCO,1587.04460268,287.153424285,1299.89117839
UA,IAH,MCI,531.913606448,100.888670226,431.024936222
UA,EWR,BQN,2430.67393722,455.071434941,1975.60250228
UA,LAX,ITO,1470.77282395,350.745234583,1120.02758937
UA,IAH,SJC,965.963162228,188.234640925,777.728521304
UA,JAC,ORD,1106.55169386,176.442937124,930.108756739
UA,PDX,SFO,1186.1623473,115.978816638,1070.18353066
UA,BWI,IAH,1231.15418232,210.541030761,1020.61315156
UA,EWR,RDU,1427.56015499,288.121031148,1139.43912384
UA,IAH,SJU,1376.05361915,265.961697256,1110.09192189
UA,IAH,OMA,932.032693878,179.280517205,752.752176673
UA,ORD,PDX,1387.28058388,244.287826115,1142.99275777
UA,MCO,LAX,1103.31304663,204.653978145,898.65906849
UA,OMA,DEN,669.501341894,111.054314702,558.447027192
UA,ORD,SLC,1095.93958674,233.33548788,862.604098857
UA,DEN,BWI,1528.38309219,315.166879697,1213.21621249
UA,DEN,SEA,1591.4027183,268.677512952,1322.72520535
UA,JFK,SFO,673.155560008,101.06895871,572.086601298
UA,STL,ORD,1368.83444544,237.992259707,1130.84218573
UA,CLE,SFO,885.915942051,173.741651877,712.174290173
UA,DEN,ATL,1060.781064,238.559782058,822.221281944
UA,DCA,DEN,1167.57513784,222.611255562,944.963882276
UA,IAH,SAN,1302.84056058,218.877108809,1083.96345177
UA,CLE,EWR,1051.66719158,124.51682743,927.150364154
UA,BWI,DEN,1382.68874282,273.916276497,1108.77246633
UA,HNL,IAH,1169.67554289,231.556928214,938.118614675
UA,IAH,SAT,1638.41911808,294.448029395,1343.97108868
UA,ORD,BZN,1256.56891737,269.144673909,987.424243464
UA,RSW,CLE,351.916733908,68.1679247321,283.748809176
UA,HNL,IAD,704.947303797,110.500705256,594.44659854
UA,SFO,PHL,1085.47003755,204.090528297,881.379509249
UA,MSP,SFO,1336.13988427,243.868126292,1092.27175798
UA,LAX,EWR,1323.13279686,199.241018638,1123.89177822
UA,LAS,IAD,671.42954289,121.510931803,549.918611087
UA,IAD,SEA,934.489753133,169.191714508,765.298038625
UA,ORD,MDT,1495.57979774,336.882566975,1158.69723077
UA,LAS,IAH,1449.2823355,123.405159795,1325.87717571
UA,HNL,DEN,653.761583676,143.899209676,509.862374
UA,ORD,CLT,625.086448165,142.201910815,482.88453735
UA,PHX,SFO,583.729158282,93.7642990781,489.964859204
UA,ANC,DEN,2045.44120144,341.578845302,1703.86235614
UA,DEN,PDX,1413.34216373,235.37121287,1177.97095086
UA,ORD,CLE,1719.15641906,266.023889124,1453.13252993
UA,CMH,ORD,767.953723843,149.347651205,618.606072638
