Airline,Departure,Arrival,NoControl,LQR,Saved
UA,EWR,AUS,933.9615488149308,713.3362590438131,220.62528977111765
UA,DEN,JAC,948.9194354856069,324.81674730920554,624.1026881764013
UA,OGG,DEN,920.8713079555737,555.0326731153078,365.83863484026585
UA,AUS,IAH,940.1158412290675,123.14876193332334,816.9670792957442
UA,SAT,DEN,479.09537145668634,166.92245958291483,312.1729118737715
UA,EWR,RSW,824.0502136789366,605.6774292065663,218.3727844723703
UA,ORD,MIA,805.491999392588,617.158048442523,188.33395095006506
UA,IAD,DEN,873.6331785275188,638.3795033795034,235.25367514801542
UA,IAD,AUS,788.1666413012819,629.8915802764486,158.27506102483324
UA,SFO,BOS,898.8552279362141,826.508276842499,72.34695109371512
UA,MSP,ORD,1071.8213972285628,186.47416966129097,885.3472275672718
UA,ORD,ORF,767.5048543829864,447.7173493975904,319.787504985396
UA,RDU,EWR,1114.9374659304679,247.58987430167596,867.3475916287919
UA,ABQ,IAH,465.88997749590555,137.72865497076026,328.1613225251453
UA,ORD,DFW,923.0437376328074,498.75306301230944,424.29067462049795
UA,ORD,LAS,966.2331562963539,842.5171241782933,123.71603211806053
UA,DEN,DFW,860.3023489694039,356.94735697720716,503.3549919921967
UA,DTW,DEN,530.6876306951757,266.0651570625835,264.6224736325922
UA,HNL,GUM,987.6042589269795,1527.2302025288127,-539.6259436018332
UA,STL,DEN,2317.0437683222153,627.1689545454544,1689.874813776761
UA,BOI,DEN,861.1470397549446,244.97728520128328,616.1697545536613
UA,ORD,SMF,1108.4619373599085,1090.566867748544,17.895069611364534
UA,DEN,RNO,779.2788704419826,405.48864385377203,373.79022658821054
UA,LIH,LAX,658.431302892759,470.78257544439856,187.6487274483605
UA,MSP,EWR,585.6108211334691,268.6744209269511,316.93640020651804
UA,EWR,TPA,879.3896786433244,579.8480888186737,299.5415898246507
UA,BOS,DEN,708.91264550138,640.8546888639482,68.05795663743174
UA,PHX,IAH,663.8420335288331,248.17414816564926,415.6678853631838
UA,ORD,CMH,538.8013388684333,180.2248255578093,358.57651331062397
UA,ORD,ATL,510.41883573322195,323.4656078069771,186.95322792624484
UA,ICT,DEN,919.8504421639932,217.32211303243724,702.5283291315559
UA,MCO,ORD,765.8464911499697,248.65149386649298,517.1949972834767
UA,IAH,SLC,626.5778713591214,489.0815461346633,137.49632522445813
UA,IAD,TPA,739.5211337907529,364.068641879038,375.45249191171484
UA,DEN,TPA,793.8778558842182,698.7471565566459,95.1306993275723
UA,MCO,IAH,1065.416947480692,232.90800844534965,832.5089390353423
UA,SFO,RNO,780.8605866093553,163.57757352941172,617.2830130799437
UA,MCO,IAD,694.8416008774776,203.08250985130834,491.75909102616924
UA,HDN,IAH,634.9110544578997,361.33381352541016,273.57724093248953
UA,SNA,IAH,599.5747603922182,242.0829843580315,357.4917760341867
UA,ORD,BUF,1101.84894176678,333.3170056094032,768.5319361573768
UA,BWI,LAX,661.0738679582652,614.8734601822595,46.200407776005704
UA,ORD,SEA,1036.0719746457328,1036.1124813380814,-0.04050669234857196
UA,SFO,SNA,624.9560718696381,224.73435022820078,400.2217216414373
UA,BWI,ORD,496.430096165665,168.25941551334546,328.17068065231956
UA,LAX,BWI,698.8421771219851,728.1649987620141,-29.32282164002902
UA,MIA,EWR,866.5121657984224,317.8566853611726,548.6554804372498
UA,OGG,ORD,841.5116793893129,1948.1050961245044,-1106.5934167351916
UA,PIT,ORD,698.244082923576,156.29359071202234,541.9504922115536
UA,EWR,DEN,807.4031730220041,801.4925261273359,5.910646894668275
UA,IAD,SJU,876.4539206569135,773.4571747531129,102.99674590380062
UA,DEN,DTW,633.0945766756194,389.027722648446,244.06685402717335
UA,MCI,ORD,988.5518676773205,147.19828552250607,841.3535821548144
UA,SFO,LIH,904.9341624740193,1016.5062612612613,-111.572098787242
UA,IAH,LAS,778.9965763355027,501.15430771804785,277.84226861745486
UA,SFO,BWI,703.0496534305363,1061.9973840665873,-358.947730636051
UA,IAH,LAX,1225.285373978078,790.9485548656703,434.33681911240774
UA,SFO,ATL,538.6890618192296,817.107168891235,-278.41810707200545
UA,SFO,MCO,745.4189730557747,850.228801389693,-104.80982833391829
UA,SFO,FLL,1003.150783052082,1198.221600929934,-195.07081787785205
UA,IAD,BDL,996.1313039826773,209.3641746411483,786.767129341529
UA,LIH,SFO,653.6589908997466,456.0070636496902,197.65192725005642
UA,IAD,SMF,1129.3992242251372,1181.9426461765659,-52.54342195142863
UA,MIA,ORD,369.62866975345065,282.7575500338066,86.87111971964407
UA,LAS,CLE,420.70154153495116,273.96043913898075,146.74110239597042
UA,IAH,PBI,717.4936065434268,487.4013899323817,230.09221661104516
UA,IAH,MIA,841.8286207381277,504.46999436789235,337.35862637023536
UA,DTW,IAH,663.9171877361582,453.23516596655963,210.68202176959858
UA,EGE,IAH,445.24666666666656,336.3706509539843,108.87601571268226
UA,SLC,ORD,761.4339332966247,478.88332992591296,282.5506033707117
UA,SNA,EWR,352.36687488433284,261.54666362815226,90.82021125618058
UA,IAD,EWR,846.0125248892001,418.00567901234564,428.00684587685447
UA,DEN,MCO,712.5497959766349,572.8571702434999,139.69262573313495
UA,IAH,CLE,829.2562125858288,470.6558098765432,358.6004027092857
UA,LAS,LAX,672.8006628732959,135.70640852450552,537.0942543487904
UA,SMF,ORD,458.9485789964113,336.9002044616549,122.04837453475642
UA,DEN,SMF,845.8772505376606,457.38105167591095,388.4961988617497
UA,DCA,ORD,923.7975358259154,190.89458720955625,732.9029486163591
UA,MSY,EWR,617.5236394757876,296.0312591563282,321.4923803194594
UA,RSW,ORD,483.3016296106976,301.20318293696454,182.09844667373306
UA,ORD,ROC,776.9233399976966,281.2703008377761,495.6530391599205
UA,ORD,BNA,1219.1137911930898,414.8061528822056,804.3076383108842
UA,IAH,DCA,761.9207320670897,413.1915583276331,348.7291737394566
UA,IAH,TPA,821.8904447159493,437.2420091390004,384.64843557694894
UA,EWR,IAH,950.9111351769288,744.5785729507716,206.33256222615728
UA,SRQ,ORD,610.2079097870775,259.0121092639955,351.19580052308197
UA,SJC,DEN,434.69499455565654,134.20313177015632,300.4918627855002
UA,DEN,TUL,680.8690411862754,229.45946535393819,451.40957583233717
UA,LAS,ORD,496.7580429836504,310.4435537459216,186.31448923772882
UA,LAX,MSY,610.5218649727987,416.9217240097696,193.60014096302905
UA,IAH,ATL,1205.7442573165886,472.73627771719373,733.0079795993948
UA,BNA,ORD,453.9726187785871,263.2853312575679,190.6872875210192
UA,KOA,LAX,561.2421666943048,653.131102071006,-91.88893537670117
UA,SRQ,EWR,749.0758869050252,315.45468724074993,433.62119966427525
UA,ORD,FAI,1731.5860945912127,3063.403432700994,-1331.8173381097813
UA,ATL,ORD,444.10655752495006,163.8184712534348,280.2880862715152
UA,ORD,JAX,570.4510825259365,356.2292929292929,214.2217895966436
UA,EWR,MCO,925.8334315620773,477.462396368237,448.37103519384027
UA,BZN,DEN,788.8753561089671,165.18312622714492,623.6922298818222
UA,ORD,DTW,1236.4162198899824,321.45372026232474,914.9624996276576
UA,EWR,ORD,1002.4194272065345,439.0444302886056,563.3749969179289
UA,SEA,IAD,533.3884532398014,471.55497643056236,61.833476809239016
UA,SEA,IAH,664.0408419540846,430.02687303979974,234.01396891428487
UA,MIA,IAH,829.7242175027665,352.25683542395257,477.4673820788139
UA,ORD,JAC,1328.4797792515144,808.8636598214503,519.6161194300641
UA,DEN,BIL,793.9567925512955,257.7480502798422,536.2087422714533
UA,MFE,IAH,845.9894191656139,114.59531477324688,731.394104392367
UA,DEN,STL,620.7858987208425,235.40124378109454,385.384654939748
UA,DEN,EWR,707.0313182779176,570.0472897979816,136.984028479936
UA,IAH,MFE,871.2133793630574,206.25406146016837,664.959317902889
UA,RDU,IAH,1056.7296422276079,764.407074829932,292.3225673976759
UA,SEA,ORD,751.3495966547998,460.3420653121559,291.0075313426439
UA,RDU,IAD,763.4872928343971,73.31841725850377,690.1688755758933
UA,DEN,SAT,543.8342290735364,251.82243490683732,292.01179416669913
UA,SAN,ORD,419.66951203004203,339.1891929801754,80.48031904986664
UA,BIL,DEN,483.99875276609725,100.23729980064941,383.76145296544786
UA,MSN,DEN,634.999292231502,266.1125977594588,368.88669447204313
UA,EWR,PBI,951.912937449252,567.0698486194124,384.84308882983964
UA,CLE,FLL,212.90464734529846,189.81610169491526,23.088545650383196
UA,DEN,CLE,621.7050524692617,354.378010665329,267.3270418039327
UA,IAD,RDU,971.0179787021788,248.03188325371167,722.986095448467
UA,MSP,DEN,552.2207340284226,185.9393307516632,366.2814032767594
UA,ORD,DCA,1179.263265241746,295.88311046448644,883.3801547772596
UA,SFO,DEN,909.0918430432582,416.3367852957147,492.7550577475435
UA,DFW,SFO,761.0330780890839,483.62595607589657,277.40712201318735
UA,RNO,SFO,456.8591142323389,43.640522875817005,413.2185913565219
UA,FLL,DEN,627.7356264572189,597.7005744473508,30.03505200986808
UA,PHX,DEN,628.1063008948411,173.80849210604705,454.297808788794
UA,ORD,RDU,1162.306546842696,479.08639878331866,683.2201480593774
UA,SFO,KOA,601.031921629282,759.6562847222223,-158.62436309294026
UA,IAD,HNL,1099.127238585395,2107.383761516655,-1008.25652293126
UA,CLT,ORD,640.7591937575755,217.4927452491012,423.26644850847435
UA,FLL,IAH,506.4808602413298,165.66635129320815,340.81450894812167
UA,RDU,ORD,858.7803087358285,284.7679886282871,574.0123201075414
UA,BOS,LAX,572.57949835922,899.3406155115512,-326.76111715233117
UA,MSY,ORD,662.8277855987341,264.44493421254174,398.3828513861923
UA,SLC,IAH,823.3698848864559,445.8949246292741,377.4749602571818
UA,JAC,DEN,1203.9844645219657,109.28115139383154,1094.7033131281341
UA,DFW,ORD,599.2174977577084,196.66215844646845,402.55533931124
UA,LGA,ORD,1928.6637189309117,144.66743812676197,1783.9962808041498
UA,ORD,BDL,1205.8647861219533,471.67325273322615,734.1915333887272
UA,ORD,LAX,1369.393051503899,982.0737817495798,387.3192697543192
UA,PHL,IAH,1000.1600559826104,418.39148405163974,581.7685719309707
UA,IAH,SMF,553.4716750921426,557.635023068733,-4.16334797659033
UA,DEN,OKC,518.4700940282132,232.63418889252185,285.8359051356914
UA,EWR,MIA,936.2596245479875,626.2876147100233,309.97200983796426
UA,DEN,FLL,467.3560433747895,471.41643352548095,-4.060390150691433
UA,LAX,SFO,883.0209228650688,227.2562204246778,655.7647024403909
UA,JAC,IAH,1308.0885239484714,469.7261513157895,838.362372632682
UA,SFO,PSP,187.64327785396182,77.98950155146233,109.6537763024995
UA,AUS,DEN,912.6450487702493,293.7039027483903,618.941146021859
UA,SJU,CLE,795.1774299592221,1378.8417104276068,-583.6642804683847
UA,EGE,EWR,914.8538926449497,653.3628191856451,261.49107345930463
UA,ORD,ALB,1200.6131579809116,449.5901801319097,751.022977849002
UA,ORD,SAN,910.5677236327317,865.43757208037,45.13015155236167
UA,ALB,ORD,766.2621850548987,195.6366256910004,570.6255593638983
UA,IAH,BNA,971.5367859894584,421.95657327586207,549.5802127135963
