Airline,Departure,Arrival,NoControl,LQR,Saved
UA,ORD,GRR,1079.2814616008768,89.89186308386246,989.3895985170143
UA,PHL,DEN,580.4951640139252,235.60365451078923,344.891509503136
UA,ORD,IND,948.237342992151,96.53080300719081,851.7065399849602
UA,KOA,SFO,559.824048899034,231.4230670465068,328.4009818525272
UA,SFO,PDX,887.6221188647868,149.6075826291682,738.0145362356186
UA,IAH,SFO,968.2099845555701,439.78112678684784,528.4288577687223
UA,PHX,ORD,783.7955346223121,286.7900168476915,497.00551777462056
UA,IAH,BWI,656.9972899328479,261.4813328187853,395.51595711406264
UA,ORD,PHX,934.7736048607186,460.95101666615136,473.82258819456723
UA,ORD,DSM,1208.054715648353,135.82262038677976,1072.2320952615732
UA,IAH,FLL,672.1537745089346,206.00377596046854,466.14999854846604
UA,LGA,DEN,661.269283091921,222.1879362058832,439.0813468860378
UA,PIT,DEN,611.9668850714455,209.24824935739315,402.71863571405237
UA,IAH,DEN,859.6536642411721,244.26451226363287,615.3891519775393
UA,ORD,MCO,934.228283346535,277.95080725058875,656.2774760959462
UA,ORD,MCI,710.2424228987986,117.51133606296258,592.7310868358361
UA,DEN,GRR,521.7692731230374,181.27858443533088,340.49068868770644
UA,MSN,ORD,692.3017801657987,43.4380525626176,648.8637276031811
UA,TPA,EWR,598.6761053595974,128.3032504653147,470.3728548942827
UA,MSY,DEN,438.2102870930412,128.2528197534627,309.9574673395785
UA,DEN,PIT,686.3260776585607,237.26543516367352,449.06064249488725
UA,DEN,SNA,621.0267272278652,198.19801267959417,422.828714548271
UA,ATL,DEN,703.9597844784593,213.40888168785827,490.55090279060096
UA,PBI,EWR,1040.1072882017297,228.70336498049346,811.4039232212363
UA,GEG,DEN,617.1068625387909,91.34257473805704,525.7642878007339
UA,EWR,BOS,940.2344765738858,111.2386244032014,828.9958521706844
UA,SFO,DFW,930.5646583406474,410.88799253679315,519.6766658038542
UA,ITO,LAX,628.6627678423691,347.3398914006106,281.3228764417585
UA,SFO,DCA,882.5869120782221,579.9607270370064,302.62618504121565
UA,IAD,ATL,663.3558373196568,109.80931093209158,553.5465263875652
UA,ORD,SNA,855.3543470896175,481.7297129596046,373.62463413001285
UA,LAS,EWR,606.6781269925606,217.3087329654608,389.3693940270998
UA,SFO,SAN,687.7807302789276,117.72152805384799,570.0592022250796
UA,DEN,MIA,555.908706641124,293.5749821923089,262.33372444881513
UA,SFO,IAH,911.5053646403699,424.0121455967164,487.4932190436535
UA,GRR,ORD,465.41614347955476,55.17161723122247,410.2445262483323
UA,SFO,IAD,687.4071174599283,352.8199278491962,334.5871896107321
UA,IAD,PDX,677.8188658198657,482.0430263148615,195.77583950500417
UA,BOS,IAH,625.0480729437837,283.5307090691726,341.51736387461114
UA,BOS,IAD,527.5444721417443,64.78187715797758,462.76259498376675
UA,ORD,LGA,1065.5832619577025,179.83365291907168,885.7496090386308
UA,IAH,MSY,685.9808820868129,90.38263711366673,595.5982449731462
UA,SFO,AUS,713.6618913576219,303.7632792934725,409.8986120641494
UA,SFO,STL,1203.7140543408923,526.8595855212996,676.8544688195927
UA,SFO,PHX,658.9425974860098,164.74244175628547,494.2001557297244
UA,SAT,EWR,217.2342975211213,121.57427991294884,95.66001760817247
UA,SAN,DEN,499.6305142534253,119.94172907805003,379.6887851753753
UA,PHL,SFO,748.1144407791779,452.91639309948005,295.1980476796979
UA,SJC,IAH,255.36625577659922,142.49630635019008,112.86994942640914
UA,OKC,DEN,505.7503802288464,89.54928457763008,416.2010956512163
UA,SFO,LAS,862.0080384603536,116.67791980134349,745.3301186590102
UA,DEN,LGA,545.9003414857038,240.40447291202548,305.49586857367837
UA,LAX,ORD,816.8986979893039,335.316498816885,481.5821991724189
UA,IAH,RSW,736.7410415704127,242.2041819017275,494.53685966868517
UA,IAH,ORD,848.7675462299455,271.5820783055075,577.1854679244381
UA,EWR,DFW,942.7192994238266,382.60381632803876,560.1154830957878
UA,SEA,EWR,704.2477177364274,415.71146723814445,288.5362504982829
UA,ORD,ANC,1040.3182633572894,1024.8353808683137,15.482882488975747
UA,LAS,SFO,841.0124980826013,69.97014929674127,771.04234878586
UA,MIA,DEN,457.7364800066693,272.7391010677212,184.9973789389481
UA,DEN,ICT,711.2418291752251,96.93822938006606,614.303599795159
UA,DFW,DEN,1329.0816441760453,148.99186175451683,1180.0897824215285
UA,LAX,HNL,1018.4419973319756,689.2461025527081,329.1958947792675
UA,SAN,IAD,361.8470968904227,237.98011054359458,123.8669863468281
UA,ORD,RSW,566.0589908094173,203.57010825888452,362.4888825505328
UA,SAN,IAH,698.5034991371588,186.53258430008964,511.97091483706913
UA,SNA,DEN,558.4653707712705,98.4319417880009,460.0334289832696
UA,PDX,EWR,540.2718589808293,256.1558870069913,284.115971973838
UA,CLE,DEN,582.9047355832035,164.09499389156866,418.8097416916349
UA,BUF,ORD,817.5841830149253,132.8232918576365,684.7608911572888
UA,MSY,SFO,638.6197866414915,402.7992102560512,235.8205763854403
UA,MCO,SFO,428.0757131899477,293.10364978469033,134.97206340525736
UA,DEN,BZN,796.2744741508777,166.6706293452059,629.6038448056718
UA,SFO,ANC,1015.2634880560605,591.8464573313436,423.41703072471694
UA,LAX,LAS,639.6484871105637,84.08879604371548,555.5596910668482
UA,ANC,SFO,749.3399211376968,400.67051599754416,348.66940514015266
UA,DEN,SJC,941.1858184516498,242.49937860912263,698.6864398425271
UA,SFO,IND,998.2201175991497,415.1731690133066,583.0469485858431
UA,SFO,EWR,859.507454374997,431.93967319447927,427.5677811805177
UA,FLL,EWR,753.7780805453699,151.45977136300297,602.3183091823669
UA,LAX,OGG,969.3452761721754,549.5910901838836,419.75418598829185
UA,ORD,PHL,778.139053532309,157.52732455427696,620.611728978032
UA,SJU,ORD,681.7162867418914,341.70470257971823,340.01158416217316
UA,IAH,OKC,591.6257173952067,107.62123868337696,484.00447871182973
UA,LAX,CLE,595.0023075031854,354.3824887529753,240.61981875021013
UA,STT,IAD,555.6859848484848,249.04127983204273,306.6447050164421
UA,PHX,LAX,795.1215405116856,122.54171116627457,672.579829345411
UA,ORD,DEN,1372.2378546792163,325.0738875382424,1047.163967140974
UA,AUS,SFO,887.2737891716791,242.64775619857193,644.6260329731072
UA,TPA,DEN,352.2637996044277,151.2760034288103,200.98779617561738
UA,ORD,SRQ,550.3122472616813,179.73865364505008,370.5735936166312
UA,IAH,PHL,836.9116310918438,293.44373493159867,543.4678961602451
UA,MSP,IAH,813.3386583723563,174.63455928264443,638.7040990897119
UA,IAH,PHX,769.3207183407126,261.13903471964943,508.18168362106314
UA,ATL,EWR,1207.6180418466367,152.98683731713862,1054.631204529498
UA,TUL,DEN,619.9723915524391,58.07205769600801,561.9003338564312
UA,DSM,DEN,581.3538862585497,93.70623165715601,487.64765460139364
UA,SFO,RDU,788.9944510904684,404.3349533542622,384.65949773620616
UA,HNL,LAX,676.9660114583583,361.81316945874266,315.1528419996156
UA,IAH,BOS,689.3515983539438,305.86627666056705,383.48532169337676
UA,ORD,OMA,956.8526802573602,154.32472995732545,802.5279503000348
UA,SAN,SFO,606.8157069936175,70.48641775219114,536.3292892414263
UA,RSW,EWR,522.3188550400963,146.10815494619322,376.2107000939031
UA,BDL,IAD,1293.2886012173726,149.19317986026388,1144.0954213571088
UA,PDX,DEN,580.1825876723478,106.23657884678326,473.9460088255646
UA,MCO,DEN,622.9581902305332,209.2177844186349,413.7404058118983
UA,SNA,ORD,532.7068133291035,188.91587651988758,343.79093680921596
UA,DEN,AUS,786.1807313727452,193.98932468111389,592.1914066916313
UA,FAI,ORD,2999.7728107968596,1984.6091845231313,1015.1636262737284
UA,JAC,EWR,1774.5947618772368,1038.826681018112,735.7680808591249
UA,BDL,ORD,766.1649653832045,160.09792565853354,606.067039724671
UA,DEN,OMA,1096.4350628575085,206.52833370138688,889.9067291561216
UA,IAD,MCO,609.832932274843,193.5212985135387,416.3116337613043
UA,ORD,RIC,1367.4250786193438,204.25584962245344,1163.1692289968903
UA,ORD,PIT,750.332173037737,113.8703191089082,636.4618539288288
UA,PDX,ORD,578.4439597771465,238.05210125638428,340.3918585207622
UA,DEN,DSM,934.5550311920094,164.51524724092644,770.039783951083
UA,PSP,SFO,769.5706301461294,91.11724155537634,678.453388590753
UA,DCA,IAH,722.4030478732204,208.44065609169846,513.962391781522
UA,IAH,HNL,1353.8138398259778,1123.4310080606283,230.38283176534947
UA,EWR,PDX,1381.1902851014013,924.7226985228087,456.46758657859255
UA,EWR,AUS,928.5663204773892,375.9130376174391,552.6532828599502
UA,DEN,JAC,937.4238165666033,162.05158366322715,775.3722329033761
UA,OGG,DEN,919.7166579514816,295.3460244521283,624.3706334993533
UA,AUS,IAH,892.9006029723448,62.47728544768134,830.4233175246635
UA,SAT,DEN,464.0763429927648,90.54693857461025,373.52940441815457
UA,EWR,RSW,814.5779823050962,321.32158686173835,493.2563954433578
UA,ORD,MIA,797.9738970245204,322.59184258902076,475.38205443549964
UA,IAD,DEN,838.8453269549678,355.8826537791095,482.96267317585836
UA,IAD,AUS,786.7276746355791,323.89647876209244,462.83119587348665
UA,SFO,BOS,864.8911713945089,457.95584020057106,406.9353311939378
UA,MSP,ORD,963.6166406053965,111.9597684370149,851.6568721683816
UA,ORD,ORF,765.658599028257,229.3706160867526,536.2879829415044
UA,RDU,EWR,1035.1605759329861,137.64004065047658,897.5205352825096
UA,ABQ,IAH,459.1322947412749,69.02504642482036,390.10724831645456
UA,ORD,DFW,910.4563164328817,258.812151559858,651.6441648730238
UA,ORD,LAS,926.1502250641762,464.9749746545358,461.1752504096404
UA,DEN,DFW,838.0665538251475,186.2665486551391,651.8000051700084
UA,DTW,DEN,523.8087205097464,139.6432426107195,384.1654778990269
UA,HNL,GUM,982.4563537188228,770.4289081580059,212.0274455608169
UA,STL,DEN,2095.461596339293,351.9876613019034,1743.4739350373895
UA,BOI,DEN,844.0173619900102,122.66229118632702,721.3550708036831
UA,ORD,SMF,1090.204427072204,586.1615534525675,504.04287361963645
UA,DEN,RNO,759.7392392413503,217.909662737922,541.8295765034284
UA,LIH,LAX,644.785480804373,264.69960539117807,380.08587541319497
UA,MSP,EWR,577.1866389396947,139.18211373643254,438.0045252032622
UA,EWR,TPA,861.5785604007008,310.69112484137395,550.8874355593268
UA,BOS,DEN,680.1623590450199,356.6053900424955,323.5569690025244
UA,PHX,IAH,626.2105939167118,148.07045011418364,478.14014380252814
UA,ORD,CMH,532.7563173843539,89.50309202319136,443.25322536116255
UA,ORD,ATL,509.81941473137675,165.34407948542187,344.47533524595485
UA,ICT,DEN,900.9497827722971,106.63426013116364,794.3155226411335
UA,MCO,ORD,703.8584745955752,153.44072554513244,550.4177490504428
UA,IAH,SLC,624.4804024250603,255.5556703233039,368.92473210175643
UA,IAD,TPA,723.202104823669,193.2882397118631,529.9138651118059
UA,DEN,TPA,785.6787154388777,371.50434124784994,414.17437419102777
UA,MCO,IAH,935.6567442917388,158.46197896176972,777.1947653299692
UA,SFO,RNO,775.0912586059704,78.01876537443339,697.072493231537
UA,MCO,IAD,640.3894035498878,121.718621099741,518.6707824501468
UA,HDN,IAH,634.9110544578997,187.11805211627953,447.7930023416202
UA,SNA,IAH,565.7028847799319,149.66509369904605,416.0377910808858
UA,ORD,BUF,1087.6442031119836,164.50792516814,923.1362779438437
UA,BWI,LAX,647.7028097201058,336.94694842551917,310.7558612945867
UA,ORD,SEA,1011.6865852838562,559.4248283072594,452.26175697659676
UA,SFO,SNA,614.7800628166121,113.24052333808345,501.5395394785287
UA,BWI,ORD,470.6527515403401,99.90565892964392,370.7470926106962
UA,LAX,BWI,695.6512006498663,389.19473200253145,306.4564686473348
UA,MIA,EWR,792.2035958831996,201.74537660286776,590.4582192803318
UA,OGG,ORD,841.5116793893129,836.4588054314818,5.052873957831139
UA,PIT,ORD,646.515910252428,91.61346032879943,554.9024499236285
UA,EWR,DEN,793.4012935454101,431.9263204610029,361.4749730844072
UA,IAD,SJU,874.6194355163141,409.3283889368882,465.2910465794259
UA,DEN,DTW,629.6340785219446,203.41102834532535,426.22305017661927
UA,MCI,ORD,866.0117567566302,95.15534542545603,770.8564113311742
UA,SFO,LIH,904.1401733884554,530.4348600084722,373.7053133799832
UA,IAH,LAS,748.3328740405864,278.16855559766793,470.16431844291844
UA,SFO,BWI,699.771368755219,537.564757408882,162.206611346337
UA,IAH,LAX,1126.2834570243097,463.52228711308186,662.7611699112279
UA,SFO,ATL,537.0382280149738,411.8400382534029,125.19818976157092
UA,SFO,MCO,733.9000334636834,453.2372252712475,280.6628081924359
UA,SFO,FLL,996.4792805893939,630.4970365619656,365.98224402742824
UA,IAD,BDL,995.1372733924732,98.527349389457,896.6099240030162
UA,LIH,SFO,641.2197281578967,252.4548431014912,388.76488505640555
UA,IAD,SMF,1120.8622282146764,628.7483016941869,492.1139265204895
UA,MIA,ORD,364.339102744962,152.5798462458394,211.7592564991226
UA,LAS,CLE,415.51868031604437,145.45213351874034,270.066546797304
UA,IAH,PBI,714.1888211685908,257.81617849587184,456.372642672719
UA,IAH,MIA,832.3551120751135,264.7388815280216,567.616230547092
UA,DTW,IAH,662.364548532232,235.73631084487016,426.62823768736183
UA,EGE,IAH,445.2466666666665,176.11054601124053,269.136120655426
UA,SLC,ORD,740.3512481626409,264.7812771298378,475.5699710328031
UA,SNA,EWR,348.64264410770215,142.22137937395658,206.42126473374557
UA,IAD,EWR,845.4711061454,207.15462855903132,638.3164775863686
UA,DEN,MCO,694.7265711641038,311.3573594175681,383.3692117465357
UA,IAH,CLE,820.1731579494115,245.76006260330934,574.4130953461022
UA,LAS,LAX,639.4565358458417,71.65510016166485,567.8014356841768
UA,SMF,ORD,447.7124721852074,187.3075873118583,260.4048848733491
UA,DEN,SMF,820.398439886498,246.2931270167283,574.1053128697697
UA,DCA,ORD,833.8520807092754,120.64431835680229,713.2077623524731
UA,MSY,EWR,588.8703949564167,167.95469886682602,420.9156960895907
UA,RSW,ORD,469.4014917736907,166.6498661830347,302.751625590656
UA,ORD,ROC,760.3335839365456,144.77592085005668,615.5576630864889
UA,ORD,BNA,1216.5680747663268,203.5602863706681,1013.0077883956587
UA,IAH,DCA,732.0930612635782,227.21679640057263,504.87626486300553
UA,IAH,TPA,807.5008906320575,228.70242961066856,578.7984610213889
UA,EWR,IAH,912.4773800295789,413.32917005055435,499.1482099790245
UA,SRQ,ORD,583.1094014881966,146.20781383318686,436.90158765500973
UA,SJC,DEN,419.7549808789766,74.64099796483674,345.11398291413985
UA,DEN,TUL,679.1705054016047,112.2424547079907,566.9280506936141
UA,LAS,ORD,477.9799175366037,173.53552185536083,304.4443956812429
UA,LAX,MSY,606.0685435249508,220.84025578199248,385.2282877429583
UA,IAH,ATL,1186.7094765317145,242.0057499073905,944.703726624324
UA,BNA,ORD,444.6342499706983,138.29655285521073,306.3376971154876
UA,KOA,LAX,555.5402189027578,347.1535076085513,208.38671129420652
UA,SRQ,EWR,739.0712680401076,164.10747143549338,574.9637966046142
UA,ORD,FAI,1727.8497139365993,1481.0600198974116,246.78969403918768
UA,ATL,ORD,430.91567944083073,88.80991480541924,342.1057646354115
UA,ORD,JAX,569.6552500948453,186.9783781308846,382.6768719639607
UA,EWR,MCO,886.6084603263251,261.6996446516248,624.9088156747003
UA,BZN,DEN,755.0582408446126,91.08809014485733,663.9701506997552
UA,ORD,DTW,1213.880882294135,158.17555949538456,1055.7053227987506
UA,EWR,ORD,941.9916311932793,245.04350055467654,696.9481306386028
UA,SEA,IAD,521.0713901283528,260.5561036324782,260.51528649587465
UA,SEA,IAH,635.5851951989214,249.11954404328682,386.46565115563453
UA,MIA,IAH,782.6676591967422,203.2502647094466,579.4173944872956
UA,ORD,JAC,1322.0536545830191,421.5201822182645,900.5334723647546
UA,DEN,BIL,772.8988573176445,132.78305178345835,640.1158055341862
UA,MFE,IAH,833.8289759962485,54.41696802795808,779.4120079682904
UA,DEN,STL,620.0760879351728,116.08567643815988,503.99041149701293
UA,DEN,EWR,684.8764863039576,314.3791876350497,370.4972986689079
UA,IAH,MFE,863.1544445814505,100.14523844005402,763.0092061413966
UA,RDU,IAH,1054.5010601777933,394.5257295282599,659.9753306495334
UA,SEA,ORD,723.5968315861957,263.37544769237746,460.2213838938182
UA,RDU,IAD,691.0758805289734,44.74450706527051,646.3313734637029
UA,DEN,SAT,530.9779806531626,133.2430713086815,397.73490934448114
UA,SAN,ORD,411.061464117021,186.31202736123228,224.7494367557887
UA,BIL,DEN,460.4440525117515,52.66544006151626,407.77861245023524
UA,MSN,DEN,630.1798635649413,134.25437139256826,495.9254921723731
UA,EWR,PBI,926.1821746154704,305.82411327505537,620.3580613404151
UA,CLE,FLL,212.45013519015882,100.11903183045933,112.33110335969948
UA,DEN,CLE,611.0494111130494,187.8113505271983,423.23806058585103
UA,IAD,RDU,962.585559252749,119.14131855328287,843.4442406994661
UA,MSP,DEN,532.1644539074126,100.70997339167943,431.45448051573317
UA,ORD,DCA,1095.4501350316364,161.18334266834177,934.2667923632946
UA,SFO,DEN,862.18964940586,232.33356279386646,629.8560866119935
UA,DFW,SFO,740.5231593850278,263.67797390514585,476.845185479882
UA,RNO,SFO,443.1608891865931,21.409352020539252,421.7515371660539
UA,FLL,DEN,619.0383209691295,322.40217776453585,296.6361432045936
UA,PHX,DEN,600.754248886121,96.24476301742874,504.50948586869225
UA,ORD,RDU,1152.7777391481682,242.2576701682271,910.520068979941
UA,SFO,KOA,597.3986430440269,395.5420609601018,201.8565820839251
UA,IAD,HNL,1097.6388458556735,989.8610053620523,107.77784049362117
UA,CLT,ORD,631.2523296325543,111.26124682383164,519.9910828087227
UA,FLL,IAH,475.27583523664384,104.57555532413045,370.7002799125134
UA,RDU,ORD,812.4196539153786,157.56153317691562,654.858120738463
UA,BOS,LAX,565.5114813724778,445.9069052619592,119.60457611051856
UA,MSY,ORD,637.2975528298633,144.17978186428658,493.1177709655767
UA,SLC,IAH,795.9035800243003,245.1625485368477,550.7410314874526
UA,JAC,DEN,1055.4766292498412,74.50051206495503,980.9761171848861
UA,DFW,ORD,578.7772978316646,105.45531959191163,473.3219782397529
UA,LGA,ORD,1429.7177423674802,143.70759722561775,1286.0101451418625
UA,ORD,BDL,1179.8037366701485,242.6069420246035,937.196794645545
UA,ORD,LAX,1225.623974075991,591.6539030246015,633.9700710513896
UA,PHL,IAH,923.5540180140389,254.0642050926437,669.4898129213952
UA,IAH,SMF,548.7605208937174,298.91357156800075,249.84694932571665
UA,DEN,OKC,511.31873911437054,117.93135782705666,393.3873812873139
UA,EWR,MIA,924.6671469595948,332.7199545226709,591.9471924369238
UA,DEN,FLL,466.1155954904783,248.39095232347546,217.72464316700285
UA,LAX,SFO,832.8301429788718,122.50820326479871,710.3219397140731
UA,JAC,IAH,1303.2139726271528,237.52357505309922,1065.6903975740536
UA,SFO,PSP,186.52976316544283,39.34866104867239,147.18110211677043
UA,AUS,DEN,886.4021167488354,152.8140431348999,733.5880736139355
UA,SJU,CLE,793.6632891771852,668.2812167452244,125.38207243196086
UA,EGE,EWR,914.8538926449497,341.79953426595773,573.054358378992
UA,ORD,ALB,1172.1253044827545,230.57183658334714,941.5534678994073
UA,ORD,SAN,892.3347097356265,466.74663530493626,425.5880744306902
UA,ALB,ORD,733.7435380728284,103.9409722680821,629.8025658047463
UA,IAH,BNA,970.6267946829616,207.83671391268865,762.790080770273
UA,ORD,MSN,777.9360228498883,75.75495472986832,702.18106812002
UA,ABQ,DEN,960.5072926795352,96.71326727635442,863.7940254031809
UA,IAH,JAC,698.2843002032689,354.61070385297967,343.67359635028924
UA,RNO,DEN,441.2940217294262,66.17030549219317,375.12371623723305
